manufacturer,numHelpful,rating,text,title,username,doRecommend,date
Amazon,0,5,This is a low cost item that provides huge returns for the money spent. It is a great little tablet.,Made a great gift,NateDogg,TRUE,2017-01-24T00:00:00.000Z
Amazon,0,5,This product is great! It is great for those that enjoy using it for reading but also for entertainment. It is the perfect size for sitting in a coffee shop or on your couch to read a book or watch your favorite tv show.,Great for reading and for entertainment,jfishy112,TRUE,2017-01-30T00:00:00.000Z
Amazon,0,5,The best Kindle I have ever used. It does everything.,Great!,1mom,TRUE,2016-08-05T00:00:00.000Z
Amazon,0,5,I'VE had other kindles and when my current ones storage became low I knew I wanted to purchase another one. It can be used for a variety of uses.,Great product for reading.,Polly,TRUE,2016-12-03T00:00:00.000Z
Amazon,0,5,My granddaughter loved her tablet and the color. It's amazing how easy it is for her to use- perfect birthday gift,Great tablet for school age,Tricky,TRUE,2016-11-16T00:00:00.000Z
Amazon,0,5,I bought this tablet for my son. He damaged the previous one but it was good for his purpose. He loves to play the Minecraft app and can read a book with ease. I don't have a tablet for myself. If I did- I would get the Fire. All I would really need it for would be to surf the Web and use the apps. For the price- u can't go wrong.,Great tablet,RobertT,TRUE,2016-07-16T00:00:00.000Z
Amazon,0,5,I bought one a month ago for my 6 year old Granddaughter as she is always on mine. So I gave this one to her 9 year old brother for his birthday this month! Love the Kindles,great birthday gift,Nanna,TRUE,2016-09-23T00:00:00.000Z
Amazon,0,3,This does everything your smart phone does but with a larger screen for easier browsing and input.,Basically a big phone...without the phone,Parrish6K,TRUE,2017-01-19T00:00:00.000Z
Amazon,0,5,For the price you can't beat this little tablet- it does an awesome job!,Good value,Reality1373,TRUE,2017-01-24T00:00:00.000Z
Amazon,3,4,Can't beat the price- it looks and feels nicer than my samsung tablet. I bought this as a gift- but I am thinking about getting one for myself.,amazon fire 7,Ivonne1973,TRUE,2016-06-17T00:00:00.000Z
Amazon,0,5,My son uses this tablet for movies and music and to surf the internet. For the money it has been fantastic.,low priced tablet,wheels,TRUE,2016-07-31T00:00:00.000Z
