manufacturer,numHelpful,rating,text,title,username,doRecommend,date
Amazon,0,5,She is Alexa- better younger sister. Love her- and some of the new skills great,Love it,Mylove,TRUE,2017-12-21T00:00:00.000Z
Amazon,0,5,The show has a good picture and good sound...love using it to look things up,Great sound,Karen,TRUE,2017-12-08T00:00:00.000Z
Amazon,5,5,This is an awesome product. This is the first Echo product I owned and I purchased 2 to get $100 off. I was going to split with a friend but like this so much that I decided to keep both. I've being singing along with the stream song with lyrics while doing work in the kitchen and house and watching youtube videos. The videos on Youtube takes a more effort to find the ones I want but I think this will improve over time.,Must Have for the Home,Minnie,TRUE,2017-07-01T00:00:00.000Z
Amazon,0,5,This Echo Show comes in handy. I use it almost as much as I thought I would. I am still learning all that it can do- but my favorite part is the screen. It’s not a huge deal- but if I could change one thing it would be a detachable power cable instead of hardwired.,Nice screen and speakers,Chris,TRUE,2018-01-18T00:00:00.000Z
Amazon,0,5,It’s good- but not google smart- it answers when no one asks. Kind of spooky. The distinction in the voice context is absent,Good voice recognition- great knowledge of songs a,Pita,TRUE,2018-01-12T00:00:00.000Z
Amazon,0,5,I like the ease and usage of the amazon show. I have a amazon echo and I decided to upgrade to this for the video call. Overall great product!,Great product for the every day use.,MrTony,TRUE,2017-12-01T00:00:00.000Z
Amazon,0,5,I have been transforming my house to a smart home. So far thus is my favorite. Does so much I learn more each day,I love it!!,mxgirl876,TRUE,2018-02-24T00:00:00.000Z
Amazon,0,4,The visuals entice utilizing the product with greater frequency. Easy to set up and works well. There should be a manual to accompany the product. Going online encourages the purchase of a book of directions- rather than a simple online manual.,Nice upgrade to the echo.,DrJK,TRUE,2017-12-27T00:00:00.000Z
Amazon,0,5,I enjoy getting recipes and news via Alexa. Great speakers.,Fun way of getting information,DeeDee,TRUE,2017-12-22T00:00:00.000Z
Amazon,0,4,I bought the echo after seeing it demonstrated by my brother. He proceeded to ask Alexa questions and Alexa would answer them immediately. He then asked it to pull up some songs which- it did right away. Then he asked it to call mom and it did that as well. Needless to say- i had to get one.,Great product,Rayg,TRUE,2017-12-22T00:00:00.000Z
Amazon,0,5,I like the video feature for my doorbell. Wish it automatically showed a picture when door bell rung. Does not FaceTime. Maybe later. Also not all cameras are compatible.,Adds to my Dots,Steve,TRUE,2017-12-22T00:00:00.000Z
Amazon,0,5,no problems so far I'm enjoying it. suggestion : it should come with some outputs plugs to connect it to bigger speakers / sound system,works perfectly,Hidier,TRUE,2017-12-03T00:00:00.000Z
Amazon,0,4,We love it to control the whole house lighting with Phillips Hue bulbs- as well as just everyday use for alarms- reminders- questions- news and even adjusting A/C- and Pandora Music Playlists. Bought one for my family as well.,Great,Gene,TRUE,2018-01-12T00:00:00.000Z
