manufacturer,numHelpful,rating,text,title,username,doRecommend,date
Amazon,0,4,Great for kids. Simple and inexpensive. 16G must better than 8G,Simple tablet,JandL,TRUE,2017-02-15T00:00:00.000Z
Amazon,0,4,A great Christmas gift- great for listening to music,Great for games and music,Lyric,TRUE,2017-01-08T00:00:00.000Z
Amazon,9,4,Purchased this for my son. Has room to upgrade memory to allow more books & games. But the speakers could be better or located in a better position.,Great for kids or smaller needs,Hawk,TRUE,2016-06-05T00:00:00.000Z
Amazon,0,5,I bought this for my wife as a gift to replace her older fire. Absolutely loves it. Has all of the features she needs. I don't think there is a better tablet on the market and the value is incredible.,Best tablet on the market for the money,CoachSean,TRUE,2017-02-05T00:00:00.000Z
Amazon,0,5,great tablet for web access and works well gaming no reason to spend more unless you need a larger screen,great tablet for the price,pewterz,TRUE,2016-06-25T00:00:00.000Z
Amazon,0,3,bought a few kindles in the past but this time one of it came defective. the port was bent and it was hard to charge but still possible. comes in 4 different color. was 16gb enough space for kids- has camera- ok quality not the best but ok for pics taken by kids,Came defective,Usher,TRUE,2017-07-26T00:00:00.000Z
Amazon,0,5,I had a Kindle Fire and upgraded to the 5th generation. Could not be more pleased with this tablet.,Great tablet,molady,TRUE,2016-05-20T00:00:00.000Z
Amazon,0,5,I bought this tablet for my 10 year old grandson. He loves it! It is very easy to operate and has a great display.,Great tablet for beginner,bubble,TRUE,2016-12-15T00:00:00.000Z
Amazon,0,4,It is a solid product great for kids I like it a lot,Tablet,Maddog,FALSE,2017-02-04T00:00:00.000Z
Amazon,0,5,Nice camera. Learning how to use it- but it is easy,Great camera,DL1976,TRUE,2017-02-17T00:00:00.000Z
Amazon,0,4,Great for kids. Simple and inexpensive. 16G must better than 8G,Simple tablet,JandL,TRUE,2017-02-15T00:00:00.000Z
Amazon,0,4,Brought for my daughter and she loves it. Wish it had more Google stuff on it,Tablet,mom5,TRUE,2016-07-23T00:00:00.000Z
