manufacturer,numHelpful,rating,text,title,username,doRecommend,date
Amazon,0,4,I chose this one because of the price and size of screen to use as an ereader. It has not disappointed.,Great as ereader,Me2016,TRUE,2017-01-18T00:00:00.000Z
Amazon,0,5,Had a great experience with my Best Buy rep! Great Job!,Great,Kristen,TRUE,2017-03-03T00:00:00.000Z
Amazon,0,4,My nephews love to play with my phone. Now as anyone who has been around small humans knows they have an astounding ability to perpetually have something sticky on their hands. However- if its a rare case where they don't they will probably drop the device from the lack of said stickum. The kindel has come to my rescue as it has everything they need to be entertained. And best of all it lacks the anxiety inducing price tag for that moment when the kids demonstrate Murphy's law in action.,Kid Friendly,CitizenOfTheWorld,TRUE,2017-03-17T00:00:00.000Z
Amazon,0,4,It's not a regular tablet but I just use it to use Facebook,Good for what I use it for,Scooby,TRUE,2017-02-13T00:00:00.000Z
Amazon,0,5,I like the size of the device as well as the expandable storage,Great device,Stew,TRUE,2017-05-26T00:00:00.000Z
Amazon,0,5,I use most of Amazon services (Prime- Kindle- Music- Video- Alexa) and this is the best companion to access all services seamlessly. This tablet also has great features/expansion and performance.,Best companion for Amazon users,RudiP,TRUE,2016-12-20T00:00:00.000Z
Amazon,0,5,The Amazon tablet line is possibly one of the best our there. The functionalities of android and windows with the ease of use equal to an Ipad,Great value,Klingejm,TRUE,2016-12-23T00:00:00.000Z
Amazon,0,4,I've purchased a number of Kindle Fire products for family over the past several years and continue to use them. Easy to use for even my youngest Grandchildren or my 87 year old Mother-In-Law which they use as a reader and for games. An overall good value.,Good Value,Steve2111,TRUE,2016-11-12T00:00:00.000Z
Amazon,0,4,Amazon fire tablet is great and easy to use. Good value!,Great. Easy to set up and use!,Brad,TRUE,2016-12-23T00:00:00.000Z
Amazon,0,5,great for beginner or experienced person. Bought as a gift and she loves it,very fast,truman,TRUE,2017-01-13T00:00:00.000Z
Amazon,0,4,Tablet is good for beginners and those that like to read,Good Deal,Mavsfan09,TRUE,2016-11-18T00:00:00.000Z
Amazon,0,5,Love the Tablet. Wonderful battery life. Great for Movies.,Great Tablet.,Matt,TRUE,2017-05-31T00:00:00.000Z
Amazon,0,5,Grandson used a borrowed one at school. So now has his own .,A gift for a very appreciative grandson,Suzy,TRUE,2016-12-31T00:00:00.000Z
Amazon,0,5,i have had not issues with my purchase. i found a great cover for it on line on amazon and use it every night. thank you for your service.,great product and service,Zumbaqueen,TRUE,2016-11-04T00:00:00.000Z
Amazon,0,5,My son wanted a tablet just for his books. We looked at e-readers and tablets- this was so much better and the price was perfect.,Kindle Fire,WentzvilleFamily,TRUE,2017-01-18T00:00:00.000Z
Amazon,0,4,I decided to buy this instead of a traditional kindle and I do not regret my decision at all!The only con (for those evaluating this as a tablet) is that Amazon has their own App Store. Many apps from GooglePlay/AppStore are simply not available.,Best tablet for price,JCD1,TRUE,2017-02-14T00:00:00.000Z
Amazon,0,5,Easy to read. Light in weight. Has many good features.,Great tablet,Rich,TRUE,2016-10-29T00:00:00.000Z
Amazon,0,5,This is my 2nd Fire tablet. I will alwyas need one. Just wish they lasted longer than 4 years.,Very versatile.,Belle,TRUE,2016-12-24T00:00:00.000Z
Amazon,0,5,My wife absolutely loves this tablet. It wad an early Christmas present,Tablet,Kml001983,TRUE,2016-12-09T00:00:00.000Z
Amazon,0,5,Very easy to use and navigate. My 6 and 4 year old grandsons can use them with ease. Some apps are limited as you do not have Google Play- but there is plenty of games and learning games available.,Great for the grandkids,Tazman,TRUE,2017-01-18T00:00:00.000Z
Amazon,0,5,This tablet does all I need a tablet to do. Reason why it's my 3rd one.,Great price!,EddieG,TRUE,2017-03-25T00:00:00.000Z
Amazon,0,5,Can't believe I waited so long to get a real e-reader. So easy to read from.,Great interface- great screen for reading,AcidBobJ,TRUE,2017-05-12T00:00:00.000Z
Amazon,0,5,I really enjoy my amazon. It is getting easyer to use and I am finding new apps every day.,Great,Joan68,TRUE,2017-01-30T00:00:00.000Z
Amazon,0,5,My daughter love this tablet! Easy to use and carry,Great tablet,Ricardo1agui,TRUE,2016-11-16T00:00:00.000Z
Amazon,0,5,Fun to use and also easy for kids to use as well! Good tablet for books and games for all the family!,Great!,Jenny,TRUE,2016-12-23T00:00:00.000Z
Amazon,0,5,I'm very happy with my Kindle Fire. Beyond being able to read books- it does all sorts of things and is able to download a huge variety of apps. It also holds a charge very long. The size is perfect and portable- yet the screen is much larger than a smartphone- which I love. I would definitely recommend this tablet to others!,Great Tablet!,SpencerG,TRUE,2017-01-31T00:00:00.000Z
Amazon,0,5,I can play games- surf the internet or watch movies. I can check my e-mail or just about do anything I can do on a regular computer.I strongly recommend it.,awesome price for a great item,drummer1961,TRUE,2017-03-03T00:00:00.000Z
Amazon,0,5,Purchased as a door prize gift given with a one year Amazon membership. The recipient loves it and says it performs very well. (As a past Amazon Fire user- now i-Pad graduate- I loved my Amazon Fire for more than 4 years without any problems. In fact- I just recycled it on to my son and it runs like a champ).,Excellent -- purchased for door prize,PJWSTKTN,TRUE,2017-01-06T00:00:00.000Z
Amazon,0,5,Love love love my kindle fire. Had the original and then bought and iPad then bought this kindle and I am wondering why I even bought the iPad. Will not switch again. I will stick with my kindle.,Kindle fire,JandM,TRUE,2017-01-16T00:00:00.000Z
Amazon,0,5,for the money- you will be well pleased- I think it is a big bargain !,nice display,Yesman,TRUE,2017-03-28T00:00:00.000Z
Amazon,0,5,The new tablet is great ！ nice upgrades！Love how easy it is to use. Easy to get apps- shop and browse the web.,very nice tablet for the price,Ivanmanxi,TRUE,2017-01-08T00:00:00.000Z
Amazon,0,4,The tablet was a good gift for Christmas. I bought it on black Friday for a cheap price,Great Tablet for Good Price,Allison,TRUE,2017-01-14T00:00:00.000Z
