manufacturer,numHelpful,rating,text,title,username,doRecommend,date
Amazon,0,5,Alexa on the go. Works as Bluetooth speaker with your comparable phone.,Works great.,Wgnyfinest,TRUE,2017-01-14T00:00:00.000Z
Amazon,1,5,I love my new toy. Alexa is my personal girl Friday. She understands what I want and retrieves it. Easy to set up and use.,Coolest high tech gadget.,Poppycjb,TRUE,2016-08-05T00:00:00.000Z
Amazon,0,5,Good price works great would buy again good value for the price,Great price,kennyman,TRUE,2017-01-01T00:00:00.000Z
Amazon,0,5,Music- full home automation control- an assistant- calling- shopping and lists- much much more...anywhere with wifi- home or away. Get one- you will not regret it.,A must have,MrDX,TRUE,2017-09-16T00:00:00.000Z
Amazon,1,5,Omg I am so enjoying this. Sitting around the back deck with family wishing we have music that doesn't require plugs or wires. Saw it online deals of the day read the reviews and ordered on he spot and drove a half hour drive to my closet Best Buy. Play it now everyday.,Great Great Great!!!!,Akadink,TRUE,2016-09-17T00:00:00.000Z
Amazon,0,5,Great speaker and Echo substitute. This is great for on the go as a Bluetooth speaker and when connected to the internet it works great using the Alexa app.,Great speaker,Alky,TRUE,2017-02-13T00:00:00.000Z
Amazon,0,5,I have been enjoying the amazon tap for two weeks- and am still finding new things it will do,There is always something more,Louavulmike,TRUE,2017-01-07T00:00:00.000Z
Amazon,3,5,Is it operate my wife loves it my granddaughter knows how to operate a good sounding Bluetooth speaker great freedom it even tells knock knock jokes in makes my granddaughter crack up that makes it worth every penny I paid useful to recommend to anybody,Amazon tap is great,Pannow,TRUE,2016-07-22T00:00:00.000Z
Amazon,0,5,We got this for my son for xmas. He loves it. He uses it daily.,My sons xmas gift,Maria,TRUE,2017-03-15T00:00:00.000Z
Amazon,1,5,"Love the Amazon Alexa products! I have 1 Show- 1 Echo- 2 dots- and the Tap. Wish the Tap had the drop-in feature. The tap does make a sound when you have the hands free enabled and say ""Alexa"" instead of the blue lights on the other products. Great for taking outside!",Portable,Mike,TRUE,2017-08-25T00:00:00.000Z
