manufacturer,numHelpful,rating,text,title,username,doRecommend,date
Amazon,0,5,I have one Alexa and three Echo dots and having Echo Show now is awesome!,Awesome having Show!,Ciro,TRUE,2017-10-05T00:00:00.000Z
Amazon,0,5,Omg I love my amazon show it is sooo cool and does a lot of cool stuff,Amazon show,Nome,TRUE,2018-04-18T00:00:00.000Z
Amazon,0,5,Great looking design. Amazon Echo Show was easy to set up and use.,Great looking design.,kennrzz,TRUE,2017-12-11T00:00:00.000Z
Amazon,0,5,The product is very entertaining and useful. Would recommend it to anyone.,Great product,Angel,TRUE,2018-02-02T00:00:00.000Z
Amazon,0,4,Got it for few weeks but it kind of fades away from your life.,Coz its still evolving,Vikash,TRUE,2017-12-23T00:00:00.000Z
Amazon,0,4,This device is awesome ‘ really lets you get very excited about smart home technology ‘ I’m buying a second one for my upstairs,All consumers should have 1,Coop,TRUE,2018-03-21T00:00:00.000Z
Amazon,0,5,I purchased this for my daughter and when I tell you she was so happy she hugged the box then me and back to the box!,Best gift ever!,Dshopper8,TRUE,2018-01-12T00:00:00.000Z
Amazon,0,4,Overall product is excellent. Speakers should have a capability to be used as Bluetooth speakers like the echo.,Nice screen- speakers needs improvement though.,JBD1127,TRUE,2017-12-08T00:00:00.000Z
Amazon,0,5,I have the spot- dot and two shows- I started out with the spot and loved it so much I wanted a bigger one. This was a (Best Buy) ! No pun intended lol,Bought two!,Tina121588,TRUE,2018-03-24T00:00:00.000Z
Amazon,0,5,I was a little hesitant to spend the money to get this but I am so glad I did! Alexa always answers when I say the commands and I have noticed it is probably 95% right with any command that I have given. Love the fact that I can see things on the screen. Some of my news briefings have a picture/video so that's nice too. We also love the video call option. Planning on getting one for my grandma who is not as technologically advanced- and could just sit at a table and talk with the grandkids. Worth every penny.,So simple and powerful!,Tess,TRUE,2018-02-25T00:00:00.000Z
Amazon,0,5,Great product- very much recommended. Service at Best buy is always the best,Great product,Giorgio,TRUE,2017-07-19T00:00:00.000Z
Amazon,0,5,I bought 2 of these for gifts. I love my Echo and think the new one will be incredible too! After the holidays- I will buy one for myself!,Excited to try this new device from Amazon,bonnie,TRUE,2017-12-16T00:00:00.000Z
Amazon,0,5,I can watch videos- check my security cameras- and grey two for a fantastic price,Very cool product,Bestbuyjunkie,TRUE,2017-12-06T00:00:00.000Z
Amazon,0,4,Dreams need topics- song lyrics scroll during song play- watch movies/trailers and etc. With it- if you can get it on sale- bought my for special deal at Best Buy for $129.99. not sure if the value is there at the regular price of$249.99. but it is very cool device.,Great for locations where screen is viewable,exorcist,TRUE,2018-01-26T00:00:00.000Z
Amazon,0,5,information on weather- updates on music- events. Fun questions answered while working in kitchen. Good sound for a limited areaGreat sales assistance at Best Buy,informative- fun,roland,TRUE,2018-03-22T00:00:00.000Z
Amazon,0,5,bought for christmas present for son and family so we can communicate visually.,great device allows real time vision exchange,bobkinaz,TRUE,2018-03-21T00:00:00.000Z
Amazon,0,4,The Amazon echo is excellent. Easy to set up- and we now use it to automate the entire house from our air-conditioning thermostat to every light in the house with the Phillips hue bulbs. We went and got one for everyone in our family.,Excellent with Hue Lights and more,Gene,TRUE,2018-02-21T00:00:00.000Z
Amazon,0,5,I have both an Amazon Echo and Amazon Show and prefer the Show with the video screen. I use the Show to display recipes when cooking- lyrics to the music I’m listening to and video conferencing with my family. I like seeing headlines of stories scroll across the screen along with the t8me and temperature.,Love the Amazon Show,Dakotaice,TRUE,2018-01-17T00:00:00.000Z
Amazon,0,5,I have only been using my Amazon Echo Show for a couple days now but it works great. The microphone picks up my voice very easily- the sound quality is great- and it looks nice sitting on my coffee table!,Works Great,MikeG,TRUE,2017-12-26T00:00:00.000Z
Amazon,0,5,this echo show lets you see so much- great item for your home!,Echo Show is a great item to add!,ewohl726,TRUE,2018-01-20T00:00:00.000Z
Amazon,0,5,The Echo is very easy to use and has features that allow users to converse easily with others who may have a hard time learning how to communicate using newer videophone technology. This product removes those barriers.,Great item for elderly parent,Flowermom,TRUE,2018-01-05T00:00:00.000Z
Amazon,0,4,I love my echo show I wish you could watch movies or tc shows or you tube so hopefully they will add that soon.,Great gift,Harley78,TRUE,2017-12-01T00:00:00.000Z
Amazon,0,5,Love all my Echo products and this one is exceptional as well. Was able to look in my house while away. Waiting for more update for access to apps in the future.,Excellent,Wonderful,TRUE,2018-04-14T14:30:27.000Z
Amazon,0,4,Little putsy so far- but there are continuous updates that I think will make this a great device to stay connected with family. Bought a second for my dad. Who knows- he might replace his land line someday if this gets better. I do think our original Echo is a bit better at responding- but I enjoy this one in the kitchen /aka hub of the house.,Lot of potential,KrissMG,TRUE,2017-07-21T00:00:00.000Z
Amazon,0,5,It's at its heart an echo- but having a screen on it- with 1000s of things to do with it make it a much easier recommendation over the simarly priced screenless echo plus,The Screen changes everything.,Falloutboy210,TRUE,2018-05-18T00:00:00.000Z
Amazon,0,5,Amazon - Echo Show is the best of all my Amazon products. I love the hands-free but able to see things on the screen.,FREAKIN' AWESOME,wdeanna48,TRUE,2017-07-24T00:00:00.000Z
Amazon,0,5,I have 2 of these in my house work great I just bought 4 for Christmas gifts for my family,Great intercom,Jeff,TRUE,2017-12-01T00:00:00.000Z
Amazon,1,5,We love Alexa! Love being able to watch news briefings- seeing the lyrics to songs- and so much more! It's in our kitchen and we use it everyday!,Awesome,nicole,TRUE,2017-12-07T18:06:07.000Z
Amazon,0,5,The unit does a good job of playing music from Amazon music. It hears your voice very good although it gets confused at times when I tell it to turn on a particular lamp and I have to slowly pronunciate it. Like that the music shows the lyrics. Do need a family account on Amazon music to plan different music on different units in different rooms at the same time though.,Great for music,drollins431,TRUE,2018-03-22T00:00:00.000Z
Amazon,0,5,It’s awesome being able to control the lighting and lots of other controls with this!,Very cool,Russell,TRUE,2018-01-17T00:00:00.000Z
Amazon,0,4,I’m a big echo fan- so this seemed like a no brainer. I like it a lot- but I’m disappointed about google pulling YouTube functionality. I also feel like the original echo speaker sounded a little better and listened better with kitchen related background noise.,Lots of potential,JeffW,TRUE,2017-12-01T00:00:00.000Z
Amazon,0,5,I was jealous when our son showed us his Amazon Show and some of the things it was capable of doing. Since AOL eliminated Instant Messaging- my wife and I were less able to communicate because our offices are on separate floors. So we got two Shows and two Spots and now not only can intercom easily but use Alexa for music and many other things. We will probably start using some smart home devices which Alexa can also control. It's a fun device which seems to be getting better all the time.,Terrific product,DonR,TRUE,2018-02-02T00:00:00.000Z
Amazon,0,4,We use this as a monitor for the amazon cloud camera! Works great we tell it to show us the camera -and boom- there’s the video feed. Super easy to link our echo plus and the echo dot with the show!!,Great product!,Trentendo,TRUE,2017-12-16T00:00:00.000Z
Amazon,0,5,We use echo almost every day. It is fun to ask questions. The music is great. We check the weather and listen to NPRnews,Good product,Tony,TRUE,2018-04-18T00:00:00.000Z
Amazon,0,5,Love playing music and talking to Alexa and looking at my camera three the screen,Great Alexa to view,chocolate,TRUE,2018-03-06T00:00:00.000Z
Amazon,0,5,I love the Echo Show and this is the 3rd one I have purchased (two were presents for family at Christmas). This one was for me. I love being able to hear music- connect with family via video and ask Alexa questions. Best purchase I could have made!,Echo Show,Lindy,TRUE,2018-02-09T00:00:00.000Z
Amazon,0,4,Awesome sound which was unexpected. It's nice seeing info on the screen such as recipes- song lyrics- weather- etc.,The Echo show Rocks,Bucktrack0,TRUE,2018-02-02T00:00:00.000Z
Amazon,0,4,I love the capability to see it on the screen and it allows me to not have to use my hands.,Does what I need,Melody,TRUE,2017-12-22T00:00:00.000Z
Amazon,0,5,Screen is really nice great for videos I would definetly recommend it,Love it,Manofsteel,TRUE,2017-10-20T00:00:00.000Z
Amazon,0,4,We bought the two-for deal as presents. My mother will have a learning curve- but since the other one is going to my son- he can teach her! Looks like a neat appliance- but want to see if it can do more than weather- music and turning off the lights...,Christmas presents for my mother and son,laf452,TRUE,2017-12-20T00:00:00.000Z
