manufacturer,numHelpful,rating,text,title,username,doRecommend,date
Amazon,0,5,Excellent Reader and Product for the price. Very easy to use,Excellent Product For The Price,Tisdale0504,TRUE,2017-01-23T00:00:00.000Z
Amazon,0,5,Great price- great item and high quality- simple to buy on line and pick up,great toy and they can't tear it apart- fast S&H,nikki,TRUE,2017-05-18T00:00:00.000Z
Amazon,0,4,Great for kids. My grandson (5 years) is very happy with it,Beautiful design,mavial,TRUE,2016-12-10T00:00:00.000Z
Amazon,0,5,Does everything we wanted. Great value for the price.,excellent,MARGARET,TRUE,2016-12-31T00:00:00.000Z
Amazon,0,3,Its a decent reader for beginners. There is no backlight- so not good for reading in dark. also slips from hands- so purchase a cover if you buy it.,Good for beginners,BestBuyUser,FALSE,2017-08-25T00:00:00.000Z
Amazon,0,4,I bought this tablet to be pretty much exclusively an e-reader. It's actually cheaper than most of the kindles. For that limited use- it works fine. I don't think I would want to use it as a general purpose table (too slow!). Makes a fine e-reader though. As for recommending this to a friend- I would- but would make sure they knew what I use it for.,Good for what I use it for,BobS,TRUE,2017-03-20T00:00:00.000Z
Amazon,0,5,This is just the right size and can put games on it just like an iPad.,Great item for grandson's,Kindle,TRUE,2016-12-23T00:00:00.000Z
Amazon,0,5,Used it and looks very paper like. They integrated the simplest form of an e reader- which makes it stand out for its use.,Great e reader,Amazon,TRUE,2016-12-02T00:00:00.000Z
Amazon,0,5,I got this for my kid- because it is tailored for kids. They liked it and it worked.,Amazon - Fire Kids Edition,Jabba,TRUE,2016-09-30T00:00:00.000Z
Amazon,0,5,My grandson loved this. He is 4 and it was perfect.,Grandson's Birthday Gift,Terry,TRUE,2017-05-08T00:00:00.000Z
Amazon,0,4,It's was on sale on this color-put the play store and made it real Android tablet,Good for kids,One2free,TRUE,2017-08-30T00:00:00.000Z
Amazon,0,5,It is so easy to use it is super light- and makes a book to read with no effort at all!,Excellent product,Bill,TRUE,2018-03-09T00:00:00.000Z
Amazon,0,4,Bought for 4yr old- so older kids would stop saying don't touch that. Comes with durable child case. Large enough to see and hold- but small enough to carry. Easy to use and can download favorite stuff.,Very durable,Gmom,TRUE,2016-10-14T00:00:00.000Z
Amazon,0,5,I bout this item for my granddaughter for Christmas. It has games that she enjoys playing The case protects the device very well. It also can be set up for age appropriate games etc. As she gets older you can change that. It is bigger than an iPod and smaller than an iPad and has a better price. Since it is a google device you can go there to get more apps,Good size,maggie,TRUE,2017-01-07T00:00:00.000Z
Amazon,0,5,I love that the kids can only do what you allow them to they can't get to the internet unless you put it on there profile which I don't because I have a four and 2 year old- there apps are very easily accessed and are big so they can b seen very well . also these tablets double and can b used as a regular tablet for grown ups,Great kids tablet,Ipadair2,TRUE,2017-04-22T00:00:00.000Z
Amazon,0,5,Amazing video quality easy to maneuver wonderful screen size easy set up,Great tablet,austin512,TRUE,2017-03-04T00:00:00.000Z
Amazon,0,5,My granddaughter like's her tablet- she has learning a lot.the case is durable and I was glad that the case came in pink.,I purchased the item for my grandchild.,Marg,TRUE,2016-12-06T00:00:00.000Z
Amazon,0,4,This was a great purchase and would definitely buy this again. The reason I didn't give it 5 stars is a programmer glitch. They need to fix screen where little ones can't stop or change icons while they are watching or playing games. Frustrating for two year old to stop cartoons by accidentally touching screen,Bought for grandsons,Fastalker,TRUE,2017-01-23T00:00:00.000Z
Amazon,0,4,This is my 2nd tablet and it works great with downloading,good product,NICK,TRUE,2017-01-30T00:00:00.000Z
Amazon,0,5,Got it when it was on sale. Totally fall in love with it. Bring with it me everywhere.,This is my new baby,Vincent,TRUE,2018-01-28T00:00:00.000Z
Amazon,0,5,I've purchased other kids tablets- but this is the best. It's user friendly and interactive. My grandson carries it with him where ever he goes.,Great kids tablet,Brezz,TRUE,2016-10-20T00:00:00.000Z
Amazon,0,5,Tablets are excellent for Youth Sunday School class.,Excellent,Stayfran64,TRUE,2017-02-04T00:00:00.000Z
Amazon,0,5,Excellent for what you pay and always good shopping at Bestbuy,Good for the price,amistad,TRUE,2016-07-20T00:00:00.000Z
Amazon,0,4,I really like it my complants is that it gives them to many choices that they try to pick all of the apps.,Great kendal,Jordan,TRUE,2016-09-05T00:00:00.000Z
Amazon,0,5,I'm enjoying the ease of having several reading options without the bulk.,Perfect. Just what I needed,Tjmere,TRUE,2018-03-02T00:00:00.000Z
Amazon,0,4,Amazon has consistently delivered quality tablets at the best prices and this is no exception.,Great little tablet if you dont need HD resolution,HMike,TRUE,2016-09-12T00:00:00.000Z
Amazon,0,4,I got it for my grand daughter's third birthday. The memory is small with the original purchase but you can buy more and I was okay with that.,My grand daughter loves it. She says my computer.,MyAbby1,TRUE,2017-01-19T00:00:00.000Z
Amazon,0,5,(accidentally posted the wrong review for wrong tablet earlier)This tablet is a steal for the price. I have an old version but bought this one for my sister. You can read books- magazines- stream shows- play games- stream music- and use almost any big named app you can get on google play or apple store. It also gives you a month free of Amazon Prime which gives you so much more to do with this tablet. Honestly considering buying one myself a new one.,Wonderful tablet at a price that can't be beat,Alex,TRUE,2017-01-25T00:00:00.000Z
Amazon,0,5,It is great to be able to have all you books in the same place...,Has all I need,edmr,TRUE,2016-08-26T00:00:00.000Z
Amazon,0,5,Great apps- excellent price- my kids really enjoy it,Great tablet for kids,Ellis,TRUE,2017-03-31T00:00:00.000Z
Amazon,0,5,Love the apps. His old fire stood up to significant wear/tear and drops. So I'm expecting the same with this one. 2 year warranty gives piece of mind.,Great tablet for my 4 year old grandson,grandma,TRUE,2017-01-01T00:00:00.000Z
Amazon,0,5,Thanks. We really like this tablet . It's easy to use,Love it,Tablet,TRUE,2017-04-11T00:00:00.000Z
Amazon,0,4,Got this for my grand niece- she loves it. Can't beat it for the price.,Grand niece loves it,Kennymac,TRUE,2016-11-11T00:00:00.000Z
Amazon,0,5,I have enjoyed using the Fire HD. It is fast and easy to use. I also appreciate all the things it will do.,I like it!,Halibit,TRUE,2016-12-30T00:00:00.000Z
Amazon,0,5,The Apple Watch is great. I am very happy with the purchase.,I love the watch,Shise,TRUE,2016-08-05T00:00:00.000Z
Amazon,0,5,Love to rad my books with my kindle and download straight from my device. So easy and safe. Lovit. Thanks Best Buy,Kindle,Angelsobe,TRUE,2018-01-14T00:00:00.000Z
Amazon,0,5,Bought for Christmas for 6 and 8 year old granddaughters. Both girls loved it and have said it was their favorite gift.,Easy to use for young children,lvmydog,TRUE,2017-01-29T00:00:00.000Z
Amazon,0,5,My son is 3 and he loves this tablet. It is very educational and worth the money,Great for children,Onepome,TRUE,2017-02-03T00:00:00.000Z
Amazon,0,4,Didnt know how much i'd use a kindle so went for the lower end. im happy with it- even if its a little dark,Great for the price,johnnyjojojo,TRUE,2018-04-20T00:00:00.000Z
Amazon,1,5,This was a replacement for another fire. It's the best tablet we've had and does everything we need it to.,Love it!!!,MsChay,TRUE,2016-07-19T00:00:00.000Z
Amazon,0,5,I bought this for a family member with a disability. I didn't see any reviews for this purpose but so far it is working well. I felt the case would help if it was accidentally dropped.,Fire kids edition,Mbat,TRUE,2016-12-13T00:00:00.000Z
Amazon,0,4,Really great love tge tablet really easy for my daughter- learning! I do wish it had more storage- and more items for kids. But we do love the tablet.,Really great,scoot,TRUE,2017-02-03T00:00:00.000Z
Amazon,0,5,They had the tablet in stock and it is nice that it has the child settings,Nice tablet so far,Josh,TRUE,2017-03-25T00:00:00.000Z
Amazon,0,5,This tablet is for my daughter and she absolutely loves it!,Awesome tablet,Caije04,TRUE,2017-03-27T00:00:00.000Z
Amazon,0,5,Bought this for my Granddaughter's 10th birthday. She LOVES it!!! The protective case it is in is AWESOME and the perfect pink for a girl!,It's a Hit!,pam28594,TRUE,2017-03-03T00:00:00.000Z
Amazon,0,5,I bought these for my five and six-year-olds and they love the games and educational apps that come with it loaded from Amazon prime for free for a whole year. Great value for the money I will be referring this product to all of my friends.,Great buy! Kids Love it!,Jmoney,TRUE,2017-03-15T00:00:00.000Z
Amazon,0,5,I bought this for reading/listening books. Love the availability to expand the memory. Now I can load movies and tons of books! :-),Great tablet!!!,Tral70,TRUE,2016-12-08T00:00:00.000Z
Amazon,0,5,The only draw back to this device is no internet service included. My 1 year old granddaugther loves hers and I don't leave home without it.,Love it,Moomoo,TRUE,2017-03-25T00:00:00.000Z
Amazon,0,5,these tablets work wonders for my needs- i didnt need a tablet to work- only for web browsing and play some games. nothing fancy- this tablet fits perfectly for that. and the price...pff perfect. ! you wont find this quality cheaper.,Great tablet for the price,Jfray,TRUE,2017-01-03T00:00:00.000Z
Amazon,3,4,Good little tablet for media. Lack of built in Google apps is annoying but can be bypassed without rooting.,Good little tablet,Ryan,TRUE,2016-07-02T00:00:00.000Z
Amazon,0,4,I've purchased 5 of these for my kids the last few years. While they are playing a tablet or two- I keep the other tablets charged. I've enjoyed using them myself.,Good tablet.,SamTheCustomer,TRUE,2017-01-27T00:00:00.000Z
Amazon,0,5,I have not stopped reading on this amazon fire. Love it!!,Great tablet/reader,Julie,TRUE,2017-03-16T00:00:00.000Z
Amazon,0,4,We bought three including one for my 2 year old. We all love it! The only complaint is the volume. There is one speaker and so the sound is obviously lower than most other tablets with two speakers. It doesn't bother us too much but that's why we give it 4/5 stars. Overall a great tablet.,Family Tablet,Nurse86,TRUE,2016-10-07T00:00:00.000Z
Amazon,0,5,Great tablet for kids to learn puzzles and letters. Has tons of activities for children and a full tablet for adults perfect if you have pime!,Great for kids,Movieguy,TRUE,2017-04-07T00:00:00.000Z
Amazon,0,3,I'll give it 3 starts because it's a decent tablet. But if the screen messes up when I'm trying to use it i can't imagine how my granddaughter feels.,Not as good as I'd hoped,Crowhitt,FALSE,2016-07-13T00:00:00.000Z
Amazon,0,5,My Grandson loves his tablet we got him. Very safe,Great tablet for a child,Grandpa,TRUE,2017-01-06T00:00:00.000Z
Amazon,0,5,I loooooove this tablet as well as my 3 year old with all the kids apps make it way more fun and safe for kids to enjoy,Great tablet for kids,Porsha85,TRUE,2017-05-18T00:00:00.000Z
Amazon,0,5,Hey we bought this for our 2 year old grandson and he loves it. Very easy to use and very durable!,Such a great purchase,Jess,TRUE,2017-01-27T00:00:00.000Z
Amazon,0,5,Quality comes with apps installed durrible love the case,Kids love it,CameroJim,TRUE,2016-12-03T00:00:00.000Z
Amazon,0,5,can not do without my kindle fire.I had an earlier model 4 years ago.it is still going - just wanted a backup.,expanded storage,kcfla,TRUE,2017-05-15T00:00:00.000Z
Amazon,0,5,I bought my Kindle because I heard it was good for reading in direct sunlight. I’ve got a bay window I like to read at and other tablets I’ve read on produce a lot of glare. This has zero glare and I can’t wait to take it camping this Spring/Summer/Fall. A side note- this is way lighter than any book (as you may have guessed). I like to read on my back and having this has drastically increased the amount of time I can read for.,I’ve read more this week than ever before,TylerPS,TRUE,2018-03-21T00:00:00.000Z
Amazon,0,5,I bought this for my grandson and it hasn't disappointed me at all! He loves his tablet! I am looking at buying his sister one next!,Best purchase ever,Stacaw,TRUE,2016-12-03T00:00:00.000Z
Amazon,0,5,I purchased the kindle light because I love to read and needed something that would not die quickly. I also needed something smaller and lighter that could go anywhere with me. I love my purchase and a must have for all book worms.,Light and long lasting battery,Deanna,TRUE,2018-01-05T00:00:00.000Z
Amazon,0,4,Great tablet with a lot of features. Great price too.,Great tablet,Gqlal,TRUE,2017-04-04T00:00:00.000Z
Amazon,0,5,I love my kindle it makes it so much easier to read books instead of having to carry them with me,Love the product,Bearsfan,TRUE,2017-01-06T00:00:00.000Z
Amazon,0,5,I bought this tablet for it's inexpensive price and quality. it's meant to be a portal to be able to purchase more products from Amazon and services but it really is a high-quality product.,High-quality inexpensive tablet,Aaronk6387,TRUE,2016-09-09T00:00:00.000Z
Amazon,0,4,This is a very good tablet. The only con is you may have to reboot it too often.,Great tablet,Dee51,TRUE,2017-02-10T00:00:00.000Z
Amazon,0,5,Great for reading. Best part is its light weight and long battery life.,Light weight and clear screen!,neon,TRUE,2017-12-15T00:00:00.000Z
Amazon,0,5,Great learning apps. My 3 year old won't put it down.,Educational,Zavala,TRUE,2016-11-17T00:00:00.000Z
Amazon,0,4,It is a solid product great for kids I like it a lot,Tablet,Maddog,FALSE,2017-02-04T00:00:00.000Z
Amazon,0,3,The sleek design and colors available for small kids is good. The tablet is a nice price and useful.,ok tablet for a small child,Lisa,TRUE,2017-01-07T00:00:00.000Z
